concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
45759064	Pipette safety filler	Device	SNOMED	Physical Object	S	464099009	20150131	20991231	
45759065	Orthopedic implantable-device cutter	Device	SNOMED	Physical Object	S	464100001	20150131	20991231	
45759066	Polymer resin dental bur	Device	SNOMED	Physical Object	S	464102009	20150131	20991231	
45759067	Orthopedic counter-torque/rod-pushing instrument	Device	SNOMED	Physical Object	S	464103004	20150131	20991231	
45759068	Menstrual pad, scented	Device	SNOMED	Physical Object	S	464105006	20150131	20991231	
45759069	Mechanical positive pressure airway secretion-clearing device	Device	SNOMED	Physical Object	S	464107003	20150131	20991231	
45760127	Rechargeable battery-powered surgical drilling system handpiece	Device	SNOMED	Physical Object	S	465701001	20150131	20991231	
45760128	Tube-squeezing key	Device	SNOMED	Physical Object	S	465702008	20150131	20991231	
45760129	Snorkel	Device	SNOMED	Physical Object	S	465705005	20150131	20991231	
45760130	Tooth separator	Device	SNOMED	Physical Object	S	465706006	20150131	20991231	
45760131	Transesophageal pacing lead	Device	SNOMED	Physical Object	S	465707002	20150131	20991231	
45760132	Atherectomy coronary angioplasty catheter	Device	SNOMED	Physical Object	S	465708007	20150131	20991231	
45760133	Sound mixer	Device	SNOMED	Physical Object	S	465710009	20150131	20991231	
45760134	Venous valve support, external	Device	SNOMED	Physical Object	S	465712001	20150131	20991231	
45760135	Surgical screwdriver, reusable	Device	SNOMED	Physical Object	S	465713006	20150131	20991231	
45760136	Simple pneumoperitoneum needle	Device	SNOMED	Physical Object	S	465714000	20150131	20991231	
45760137	Transmandibular implant	Device	SNOMED	Physical Object	S	465715004	20150131	20991231	
45760138	Transport infant incubator	Device	SNOMED	Physical Object	S	465717007	20150131	20991231	
45760139	Tourniquet cuff, reusable	Device	SNOMED	Physical Object	S	465719005	20150131	20991231	
45760140	Ventilator mount, mobile	Device	SNOMED	Physical Object	S	465721000	20150131	20991231	
45760141	Shoulder immobilizer, reusable	Device	SNOMED	Physical Object	S	465722007	20150131	20991231	
45760142	Surgical clip remover	Device	SNOMED	Physical Object	S	465723002	20150131	20991231	
45760143	Surgical argon laser system	Device	SNOMED	Physical Object	S	465724008	20150131	20991231	
45760144	Tactile orientation material	Device	SNOMED	Physical Object	S	465729003	20150131	20991231	
45760145	Tracheostomy tube obturator	Device	SNOMED	Physical Object	S	465730008	20150131	20991231	
45760146	Sinus irrigation catheter	Device	SNOMED	Physical Object	S	465732000	20150131	20991231	
45760147	Rh-typing view box	Device	SNOMED	Physical Object	S	465734004	20150131	20991231	
45760148	Sliding microtome	Device	SNOMED	Physical Object	S	465735003	20150131	20991231	
45760149	Vascular spatula	Device	SNOMED	Physical Object	S	465736002	20150131	20991231	
45760150	Trampoline	Device	SNOMED	Physical Object	S	465738001	20150131	20991231	
45760151	Rechargeable battery-powered surgical drilling system motor	Device	SNOMED	Physical Object	S	465741005	20150131	20991231	
45760152	Silk suture, non-sterile	Device	SNOMED	Physical Object	S	465742003	20150131	20991231	
45760153	Shoulder-disarticulation prosthesis, powered	Device	SNOMED	Physical Object	S	465743008	20150131	20991231	
45760154	Traction table, manual	Device	SNOMED	Physical Object	S	465745001	20150131	20991231	
45760155	Trapeze bar exerciser	Device	SNOMED	Physical Object	S	465746000	20150131	20991231	
45760156	Ventilator IMV supplemental circuit, single-use	Device	SNOMED	Physical Object	S	465749007	20150131	20991231	
45760157	Resilient dental precision attachment	Device	SNOMED	Physical Object	S	465750007	20150131	20991231	
45760158	Vertebral body cement-containing implant	Device	SNOMED	Physical Object	S	465752004	20150131	20991231	
45760159	Atrial retractor	Device	SNOMED	Physical Object	S	465753009	20150131	20991231	
45760160	Balance weight	Device	SNOMED	Physical Object	S	465755002	20150131	20991231	
45760162	Stone/foreign-body extraction set	Device	SNOMED	Physical Object	S	465757005	20150131	20991231	
45760163	Surgical sponge scale, electronic	Device	SNOMED	Physical Object	S	465758000	20150131	20991231	
45760164	Surgical drill guide, reusable	Device	SNOMED	Physical Object	S	465759008	20150131	20991231	
45760165	Rectal probe	Device	SNOMED	Physical Object	S	465760003	20150131	20991231	
45760166	Ventricular circulatory assist system	Device	SNOMED	Physical Object	S	465762006	20150131	20991231	
45760167	Assistive switch-control training device	Device	SNOMED	Physical Object	S	465763001	20150131	20991231	
45760168	Subtalar implant, non-bioabsorbable	Device	SNOMED	Physical Object	S	465764007	20150131	20991231	
45760169	Sinus ultrasound imaging system transducer, single-use	Device	SNOMED	Physical Object	S	465765008	20150131	20991231	
45760170	Tooth preservation kit	Device	SNOMED	Physical Object	S	465767000	20150131	20991231	
45760171	Self-propelled flexible video colonoscope	Device	SNOMED	Physical Object	S	465768005	20150131	20991231	
45760172	Audiometer application software	Device	SNOMED	Physical Object	S	465769002	20150131	20991231	
45760173	Shower	Device	SNOMED	Physical Object	S	465770001	20150131	20991231	
45760174	Tremor transducer	Device	SNOMED	Physical Object	S	465772009	20150131	20991231	
45760175	Soft contact lens remover	Device	SNOMED	Physical Object	S	465773004	20150131	20991231	
45760176	Rib/rib cage internal fixation/bracing system fixation grip	Device	SNOMED	Physical Object	S	465774005	20150131	20991231	
45760177	Surgical air pipeline regulator	Device	SNOMED	Physical Object	S	465775006	20150131	20991231	
45760178	Toilet douching/air drying attachment	Device	SNOMED	Physical Object	S	465776007	20150131	20991231	
45760179	Synthetic polymer semi-permeable film dressing, adhesive, non-sterile	Device	SNOMED	Physical Object	S	465778008	20150131	20991231	
45760180	Assistive talking reading material	Device	SNOMED	Physical Object	S	465780002	20150131	20991231	
45760181	Back dynamometer	Device	SNOMED	Physical Object	S	465782005	20150131	20991231	
45760182	Autotransformer	Device	SNOMED	Physical Object	S	465783000	20150131	20991231	
45760183	Tonsil suturing hook	Device	SNOMED	Physical Object	S	465784006	20150131	20991231	
45760184	Shower curtain, reusable	Device	SNOMED	Physical Object	S	465785007	20150131	20991231	
45760185	Rib belt	Device	SNOMED	Physical Object	S	465786008	20150131	20991231	
45760186	Solution agitator	Device	SNOMED	Physical Object	S	465787004	20150131	20991231	
45760187	Suture knot pusher, reusable	Device	SNOMED	Physical Object	S	465788009	20150131	20991231	
45760188	Transportable physiologic monitoring system	Device	SNOMED	Physical Object	S	465789001	20150131	20991231	
45760189	Rechargeable public automated external defibrillator	Device	SNOMED	Physical Object	S	465790005	20150131	20991231	
45760190	Stool cushion	Device	SNOMED	Physical Object	S	465791009	20150131	20991231	
45760191	Syringe filter, clinical	Device	SNOMED	Physical Object	S	465792002	20150131	20991231	
45760192	Signal-averaging multichannel electrocardiograph	Device	SNOMED	Physical Object	S	465793007	20150131	20991231	
45760193	Resuscitation trolley, unequipped	Device	SNOMED	Physical Object	S	465794001	20150131	20991231	
45760194	Retinal optical coherence tomography system	Device	SNOMED	Physical Object	S	465795000	20150131	20991231	
45760195	Suction system canister, single-use	Device	SNOMED	Physical Object	S	465796004	20150131	20991231	
45760196	Rib/rib cage internal fixation/bracing system	Device	SNOMED	Physical Object	S	465799006	20150131	20991231	
45760197	Tongue brachytherapy system applicator, remote-afterloading	Device	SNOMED	Physical Object	S	465800005	20150131	20991231	
45761237	Breathing circuit bag, reusable	Device	SNOMED	Physical Object	S	467267000	20150131	20991231	
45761238	Catheter-introduction needle	Device	SNOMED	Physical Object	S	467268005	20150131	20991231	
45761239	Catheter connector, general-purpose	Device	SNOMED	Physical Object	S	467271002	20150131	20991231	
45761240	Conductive shoe cover	Device	SNOMED	Physical Object	S	467272009	20150131	20991231	
45761241	Bone holding forceps	Device	SNOMED	Physical Object	S	467279000	20150131	20991231	
45761242	Catheter flush syringe	Device	SNOMED	Physical Object	S	467281003	20150131	20991231	
45761243	Clinical laboratory information system application software	Device	SNOMED	Physical Object	S	467282005	20150131	20991231	
45761244	Activated-medium surgical warming blanket	Device	SNOMED	Physical Object	S	467284006	20150131	20991231	
45761245	Cochlear implant system coil cable	Device	SNOMED	Physical Object	S	467286008	20150131	20991231	
45761246	Acetaldehyde binding capsule	Device	SNOMED	Physical Object	S	467287004	20150131	20991231	
45761247	Contact lens thermal cleaner, line-powered	Device	SNOMED	Physical Object	S	467288009	20150131	20991231	
45761248	Catheter-tip transducer, flow	Device	SNOMED	Physical Object	S	467290005	20150131	20991231	
45761249	Clinical refractometer	Device	SNOMED	Physical Object	S	467291009	20150131	20991231	
45761250	Breath-hold system patient belt, mechanical	Device	SNOMED	Physical Object	S	467292002	20150131	20991231	
45761251	Breast implant fill tube plug introducer	Device	SNOMED	Physical Object	S	467294001	20150131	20991231	
45761252	Cold therapy gel	Device	SNOMED	Physical Object	S	467295000	20150131	20991231	
45761253	Chest-percussion airway secretion-clearing system applicator	Device	SNOMED	Physical Object	S	467296004	20150131	20991231	
45761254	Bronchial balloon catheter	Device	SNOMED	Physical Object	S	467297008	20150131	20991231	
45761255	Coronary angioplasty laser catheter	Device	SNOMED	Physical Object	S	467298003	20150131	20991231	
45761256	Corneal topography system	Device	SNOMED	Physical Object	S	467299006	20150131	20991231	
45761257	Carbon dioxide laboratory incubator	Device	SNOMED	Physical Object	S	467301004	20150131	20991231	
45761258	Bone tap, reusable	Device	SNOMED	Physical Object	S	467302006	20150131	20991231	
45761259	Acupuncture needle, single-use	Device	SNOMED	Physical Object	S	467303001	20150131	20991231	
45760161	Recordable CD	Device	SNOMED	Physical Object	S	465756001	20150131	20991231	
45761260	Cast shoe, reusable	Device	SNOMED	Physical Object	S	467304007	20150131	20991231	
45761261	Cast cutting scissors	Device	SNOMED	Physical Object	S	467305008	20150131	20991231	
45761262	Cubicle curtain, reusable	Device	SNOMED	Physical Object	S	467308005	20150131	20991231	
45761263	Corneal shield	Device	SNOMED	Physical Object	S	467309002	20150131	20991231	
45761264	Corneal bur system, battery-powered	Device	SNOMED	Physical Object	S	467310007	20150131	20991231	
45761265	Bucket liner	Device	SNOMED	Physical Object	S	467312004	20150131	20991231	
45761266	Accelerator system table, powered	Device	SNOMED	Physical Object	S	467314003	20150131	20991231	
45761267	Cast/bandage waterproof cover	Device	SNOMED	Physical Object	S	467315002	20150131	20991231	
45761268	Acupuncture unit, home-use	Device	SNOMED	Physical Object	S	467316001	20150131	20991231	
45761269	Coated unicondylar knee tibia prosthesis	Device	SNOMED	Physical Object	S	467317005	20150131	20991231	
45761271	Bone distraction forceps	Device	SNOMED	Physical Object	S	467321003	20150131	20991231	
45761272	Coronary artery perfusion catheter	Device	SNOMED	Physical Object	S	467322005	20150131	20991231	
45761273	Braille training device	Device	SNOMED	Physical Object	S	467323000	20150131	20991231	
45761274	Cerebral oximeter sensor	Device	SNOMED	Physical Object	S	467326008	20150131	20991231	
45761275	Contraceptive cervical cap, single-use	Device	SNOMED	Physical Object	S	467327004	20150131	20991231	
45761276	Cotton burn sheet	Device	SNOMED	Physical Object	S	467328009	20150131	20991231	
45761277	Adipose tissue stem cell recovery unit	Device	SNOMED	Physical Object	S	467330006	20150131	20991231	
45761278	Catheter-balloon inflator, reprocessed	Device	SNOMED	Physical Object	S	467332003	20150131	20991231	
45761279	Closed-wound drainage reservoir suction bulb	Device	SNOMED	Physical Object	S	467333008	20150131	20991231	
45761280	CT system operation software	Device	SNOMED	Physical Object	S	467334002	20150131	20991231	
45761281	Cardiotocography telephone transmitter/receiver system	Device	SNOMED	Physical Object	S	467335001	20150131	20991231	
45761282	Acetabulum prosthesis apical hole plug	Device	SNOMED	Physical Object	S	467336000	20150131	20991231	
45761283	Cardiac mapping system injection percutaneous catheter	Device	SNOMED	Physical Object	S	467337009	20150131	20991231	
45761284	Bone vibrator mechanical coupler	Device	SNOMED	Physical Object	S	467338004	20150131	20991231	
45761285	Diagnostic imaging table, multi-purpose	Device	SNOMED	Physical Object	S	467339007	20150131	20991231	
45761286	Cast breaker	Device	SNOMED	Physical Object	S	467340009	20150131	20991231	
45761287	Cardiovascular-risk peripheral arterial tonometry system sensor	Device	SNOMED	Physical Object	S	467343006	20150131	20991231	
45761288	Bone absorptiometric ultrasound system	Device	SNOMED	Physical Object	S	467344000	20150131	20991231	
45761289	Catheter mount, reusable	Device	SNOMED	Physical Object	S	467345004	20150131	20991231	
45761290	Darkroom film bin, diagnostic imaging	Device	SNOMED	Physical Object	S	467346003	20150131	20991231	
45761291	Cystographic/urethrographic catheter, male	Device	SNOMED	Physical Object	S	467348002	20150131	20991231	
45761292	Breath-hold system remote display	Device	SNOMED	Physical Object	S	467349005	20150131	20991231	
45761293	Container opening aid	Device	SNOMED	Physical Object	S	467350005	20150131	20991231	
45761294	Contraceptive sponge	Device	SNOMED	Physical Object	S	467352002	20150131	20991231	
45761295	Contrast medium injection system manifold kit	Device	SNOMED	Physical Object	S	467354001	20150131	20991231	
45761296	Diagnostic x-ray system chair	Device	SNOMED	Physical Object	S	467356004	20150131	20991231	
45761297	Carpal scaphoid prosthesis	Device	SNOMED	Physical Object	S	467357008	20150131	20991231	
45761298	Bronchoscopic catheter	Device	SNOMED	Physical Object	S	467361002	20150131	20991231	
45761299	Cardiac catheter guidewire, single-use	Device	SNOMED	Physical Object	S	467362009	20150131	20991231	
45761300	Bound solute dialysis system pump/monitor	Device	SNOMED	Physical Object	S	467365006	20150131	20991231	
45761301	Activated-oxygen generator	Device	SNOMED	Physical Object	S	467366007	20150131	20991231	
45761302	Brachytherapy system operation software	Device	SNOMED	Physical Object	S	467367003	20150131	20991231	
45761303	Bone-screw internal spinal fixation system	Device	SNOMED	Physical Object	S	467373002	20150131	20991231	
45761304	Cardiac catheter guidewire, reprocessed	Device	SNOMED	Physical Object	S	467374008	20150131	20991231	
45761305	Bone densitometry ultrasound phantom, test object	Device	SNOMED	Physical Object	S	467378006	20150131	20991231	
45762354	Dermatological Nd:YAG/frequency-doubled Nd:YAG laser system	Device	SNOMED	Physical Object	S	468940002	20150131	20991231	
45762355	ENT wire-cutting scissors	Device	SNOMED	Physical Object	S	468941003	20150131	20991231	
45762356	Endotherapy electrosurgical diathermy system electrode, reprocessed	Device	SNOMED	Physical Object	S	468942005	20150131	20991231	
45762357	Dental osteotome	Device	SNOMED	Physical Object	S	468944006	20150131	20991231	
45762358	Digital imaging storage phosphor screen	Device	SNOMED	Physical Object	S	468945007	20150131	20991231	
45762359	Electroacoustic transducer	Device	SNOMED	Physical Object	S	468947004	20150131	20991231	
45762360	Drying rack, thin-layer chromatography plate	Device	SNOMED	Physical Object	S	468948009	20150131	20991231	
45762361	Endotracheal tube stylet, reusable	Device	SNOMED	Physical Object	S	468949001	20150131	20991231	
45762362	Dentifrice	Device	SNOMED	Physical Object	S	468950001	20150131	20991231	
45762363	Dental base plate	Device	SNOMED	Physical Object	S	468952009	20150131	20991231	
45762364	Embolectomy/thrombectomy rotational catheter	Device	SNOMED	Physical Object	S	468953004	20150131	20991231	
45762365	Dental x-ray system collimator	Device	SNOMED	Physical Object	S	468954005	20150131	20991231	
45762366	Dental CAD/CAM system, chairside	Device	SNOMED	Physical Object	S	468955006	20150131	20991231	
45762367	Air heating/cooling pad, single-use, non-sterile	Device	SNOMED	Physical Object	S	468956007	20150131	20991231	
45762368	Endotherapy stent-placement system	Device	SNOMED	Physical Object	S	468958008	20150131	20991231	
45762369	ENT diagnostic set	Device	SNOMED	Physical Object	S	468961009	20150131	20991231	
45762370	Angiography kit	Device	SNOMED	Physical Object	S	468962002	20150131	20991231	
45762371	Dura mater dissector	Device	SNOMED	Physical Object	S	468963007	20150131	20991231	
45762372	Dye dilution pump	Device	SNOMED	Physical Object	S	468965000	20150131	20991231	
45762373	Dietary fat absorption inhibitor	Device	SNOMED	Physical Object	S	468966004	20150131	20991231	
45762374	Drug-delivery iontophoresis system generator	Device	SNOMED	Physical Object	S	468968003	20150131	20991231	
45762375	Embryotomy scissors	Device	SNOMED	Physical Object	S	468969006	20150131	20991231	
45762376	Demand valve	Device	SNOMED	Physical Object	S	468971006	20150131	20991231	
45762377	Angioplasty catheter connector	Device	SNOMED	Physical Object	S	468973009	20150131	20991231	
45762378	Dermatological alexandrite laser system	Device	SNOMED	Physical Object	S	468974003	20150131	20991231	
45762379	Ear canal lavage system	Device	SNOMED	Physical Object	S	468975002	20150131	20991231	
45762380	Endotherapy overtube, reusable	Device	SNOMED	Physical Object	S	468977005	20150131	20991231	
45762381	Dental photo-activated disinfection system control unit	Device	SNOMED	Physical Object	S	468978000	20150131	20991231	
45762382	Embolization implant inserter	Device	SNOMED	Physical Object	S	468979008	20150131	20991231	
45762383	Electrosurgical diathermy system tester	Device	SNOMED	Physical Object	S	468980006	20150131	20991231	
45762384	Dental bone particle collector	Device	SNOMED	Physical Object	S	468981005	20150131	20991231	
45761270	Contact lens radius gauge	Device	SNOMED	Physical Object	S	467318000	20150131	20991231	
45762385	Electrical frequency meter	Device	SNOMED	Physical Object	S	468982003	20150131	20991231	
45762386	Denture reliner, elastic, long-term	Device	SNOMED	Physical Object	S	468984002	20150131	20991231	
45762387	Agar steam sterilizer	Device	SNOMED	Physical Object	S	468985001	20150131	20991231	
45762388	Drug-eluting carotid artery stent	Device	SNOMED	Physical Object	S	468987009	20150131	20991231	
45762389	Earplugs, single-use	Device	SNOMED	Physical Object	S	468991004	20150131	20991231	
45762390	Air-fluidized bed	Device	SNOMED	Physical Object	S	468992006	20150131	20991231	
45762391	Dental implant system	Device	SNOMED	Physical Object	S	468993001	20150131	20991231	
45762392	Electrocardiographic long-term ambulatory recorder, telemetric	Device	SNOMED	Physical Object	S	468994007	20150131	20991231	
45762393	Electromyography telemetric monitoring system receiver	Device	SNOMED	Physical Object	S	468995008	20150131	20991231	
45762394	Endoscope lens cleaner	Device	SNOMED	Physical Object	S	468997000	20150131	20991231	
45762395	Endometrial cytology brush	Device	SNOMED	Physical Object	S	468999002	20150131	20991231	
45762396	Electronic precision balance	Device	SNOMED	Physical Object	S	469000000	20150131	20991231	
45762397	Air heating/cooling pad system	Device	SNOMED	Physical Object	S	469001001	20150131	20991231	
45762398	End-cut biopsy gun, single-use	Device	SNOMED	Physical Object	S	469002008	20150131	20991231	
45762399	Dental caries detector, optical induced fluorescence	Device	SNOMED	Physical Object	S	469003003	20150131	20991231	
45762400	Examination/treatment table, line-powered	Device	SNOMED	Physical Object	S	469004009	20150131	20991231	
45762401	Dressing forceps	Device	SNOMED	Physical Object	S	469007002	20150131	20991231	
45762402	Airway protection face mask	Device	SNOMED	Physical Object	S	469008007	20150131	20991231	
45762403	Electrohydraulic operating table system column	Device	SNOMED	Physical Object	S	469009004	20150131	20991231	
45762404	Dental flask	Device	SNOMED	Physical Object	S	469013006	20150131	20991231	
45762405	Angiographic x-ray phantom, anthropomorphic	Device	SNOMED	Physical Object	S	469016003	20150131	20991231	
45762406	Dental x-ray film holder	Device	SNOMED	Physical Object	S	469017007	20150131	20991231	
45762407	Dental chair, electric	Device	SNOMED	Physical Object	S	469018002	20150131	20991231	
45762408	Dental floss	Device	SNOMED	Physical Object	S	469020004	20150131	20991231	
45762409	Electrical mains power supply meter	Device	SNOMED	Physical Object	S	469021000	20150131	20991231	
45762410	Entry phone	Device	SNOMED	Physical Object	S	469022007	20150131	20991231	
45762411	Electrocardiography telemetric monitoring system receiver	Device	SNOMED	Physical Object	S	469023002	20150131	20991231	
45762412	Dental radiography digital imaging system	Device	SNOMED	Physical Object	S	469026005	20150131	20991231	
45762413	Donor-organ perfusion catheter	Device	SNOMED	Physical Object	S	469027001	20150131	20991231	
45762414	Electrical elbow prosthesis	Device	SNOMED	Physical Object	S	469029003	20150131	20991231	
45762415	Dry salt therapy device	Device	SNOMED	Physical Object	S	469031007	20150131	20991231	
45762416	Electronystagmograph electrode	Device	SNOMED	Physical Object	S	469035003	20150131	20991231	
45762417	Diamond dental bur, single-use	Device	SNOMED	Physical Object	S	469036002	20150131	20991231	
45762418	Dental digital imaging sensor, extraoral	Device	SNOMED	Physical Object	S	469037006	20150131	20991231	
45762419	Dental pick, massaging	Device	SNOMED	Physical Object	S	469038001	20150131	20991231	
45762420	Endobronchial valve	Device	SNOMED	Physical Object	S	469040006	20150131	20991231	
45762421	Diagnostic-imaging photographic film, self-developing	Device	SNOMED	Physical Object	S	469042003	20150131	20991231	
45762422	Dental crown, metal/polymer	Device	SNOMED	Physical Object	S	469044002	20150131	20991231	
45763468	Indirect binocular ophthalmoscope, battery-powered	Device	SNOMED	Physical Object	S	470632006	20150131	20991231	
45763469	General/plastic surgery mirror	Device	SNOMED	Physical Object	S	470633001	20150131	20991231	
45763470	General-purpose ophthalmic hook, reusable	Device	SNOMED	Physical Object	S	470634007	20150131	20991231	
45763471	General-purpose patient lifting system sling/harness	Device	SNOMED	Physical Object	S	470635008	20150131	20991231	
45763472	Laser-resistant surgical drape	Device	SNOMED	Physical Object	S	470636009	20150131	20991231	
45763473	Gas pressure transducer	Device	SNOMED	Physical Object	S	470637000	20150131	20991231	
45763474	Labeling machine	Device	SNOMED	Physical Object	S	470638005	20150131	20991231	
45763475	Laser beam guide, standard, single-use	Device	SNOMED	Physical Object	S	470639002	20150131	20991231	
45763476	Anal plug, single-use	Device	SNOMED	Physical Object	S	470641001	20150131	20991231	
45763477	Gas cylinder holder	Device	SNOMED	Physical Object	S	470642008	20150131	20991231	
45763478	Hyperthermia system table, powered	Device	SNOMED	Physical Object	S	470643003	20150131	20991231	
45763479	Hysterectomy forceps, single-use	Device	SNOMED	Physical Object	S	470644009	20150131	20991231	
45763480	General-purpose diagnostic x-ray phantom, test object	Device	SNOMED	Physical Object	S	470645005	20150131	20991231	
45763481	Implantable cardiac monitor	Device	SNOMED	Physical Object	S	470646006	20150131	20991231	
45763482	Anesthesia workstation yoke assembly	Device	SNOMED	Physical Object	S	470648007	20150131	20991231	
45763483	Infant feeding bottle	Device	SNOMED	Physical Object	S	470649004	20150131	20991231	
45763484	Indirect binocular ophthalmoscope, line-powered	Device	SNOMED	Physical Object	S	470650004	20150131	20991231	
45763485	Laboratory liquid dispenser, electronic	Device	SNOMED	Physical Object	S	470651000	20150131	20991231	
45763486	Gastro-urological snare, reprocessed	Device	SNOMED	Physical Object	S	470652007	20150131	20991231	
45763487	Hypothermia-prevention cap	Observation	SNOMED	Physical Object	S	470656005	20150131	20991231	
45763488	Antishock wear system pump, line-powered	Device	SNOMED	Physical Object	S	470657001	20150131	20991231	
45763489	Infant heat shield	Device	SNOMED	Physical Object	S	470658006	20150131	20991231	
45763490	General-purpose suction system, line-powered	Device	SNOMED	Physical Object	S	470659003	20150131	20991231	
45763491	Gauze strip	Device	SNOMED	Physical Object	S	470660008	20150131	20991231	
45763492	Antiseizure vagus nerve electrical stimulation system	Device	SNOMED	Physical Object	S	470661007	20150131	20991231	
45763493	Laser beam delivery unit holder	Device	SNOMED	Physical Object	S	470663005	20150131	20991231	
45763494	Anesthesia workstation gas delivery unit	Device	SNOMED	Physical Object	S	470664004	20150131	20991231	
45763495	Laboratory dialyzer	Device	SNOMED	Physical Object	S	470665003	20150131	20991231	
45763496	Laundry/linen trolley cover	Device	SNOMED	Physical Object	S	470666002	20150131	20991231	
45763497	Laundry washing machine	Device	SNOMED	Physical Object	S	470667006	20150131	20991231	
45763498	Gravity-convection laboratory oven	Device	SNOMED	Physical Object	S	470668001	20150131	20991231	
45763499	Antishock wear system trousers	Device	SNOMED	Physical Object	S	470669009	20150131	20991231	
45763500	Knee orthosis	Device	SNOMED	Physical Object	S	470672002	20150131	20991231	
45763501	Laryngoscope blade, reusable	Device	SNOMED	Physical Object	S	470675000	20150131	20991231	
45763502	Anal sphincter prosthesis	Device	SNOMED	Physical Object	S	470676004	20150131	20991231	
45763503	Gastric calibration tube, non-sterile	Device	SNOMED	Physical Object	S	470678003	20150131	20991231	
45763504	Antiseizure brain electrical stimulation system	Device	SNOMED	Physical Object	S	470680009	20150131	20991231	
45763505	Laser beam-blocking tape	Device	SNOMED	Physical Object	S	470681008	20150131	20991231	
45763506	General-purpose caliper, plastic	Device	SNOMED	Physical Object	S	470682001	20150131	20991231	
45763507	Hevea-latex surgical glove, powdered	Device	SNOMED	Physical Object	S	470684000	20150131	20991231	
45763508	Aorta cannula	Device	SNOMED	Physical Object	S	470686003	20150131	20991231	
45763509	Indirect calorimeter, battery-powered	Device	SNOMED	Physical Object	S	470688002	20150131	20991231	
45763510	Gel-filled chair cushion	Device	SNOMED	Physical Object	S	470690001	20150131	20991231	
45763511	Laparoscopic trocar sleeve seal/port reducer	Device	SNOMED	Physical Object	S	470692009	20150131	20991231	
45763512	Laboratory thermostat	Device	SNOMED	Physical Object	S	470693004	20150131	20991231	
45763513	Laboratory shaker	Device	SNOMED	Physical Object	S	470694005	20150131	20991231	
45763514	Laparoscopic trocar sleeve, reusable	Device	SNOMED	Physical Object	S	470696007	20150131	20991231	
45763515	Laparoscope system, reusable	Device	SNOMED	Physical Object	S	470697003	20150131	20991231	
45763516	Gas flow timer	Device	SNOMED	Physical Object	S	470698008	20150131	20991231	
45763517	Laryngostroboscope system application software	Device	SNOMED	Physical Object	S	470700004	20150131	20991231	
45763518	Antishock wear system pump, battery-powered	Device	SNOMED	Physical Object	S	470703002	20150131	20991231	
45763519	Hyperthermia system temperature mapping unit	Device	SNOMED	Physical Object	S	470704008	20150131	20991231	
45763520	Anesthesia unit antihypoxia device	Device	SNOMED	Physical Object	S	470707001	20150131	20991231	
45763521	Anesthesia workstation common gas outlet	Device	SNOMED	Physical Object	S	470709003	20150131	20991231	
45763522	Knee support/thermal therapy bandage	Device	SNOMED	Physical Object	S	470710008	20150131	20991231	
45763523	Laparoscopic dissection spatula	Device	SNOMED	Physical Object	S	470712000	20150131	20991231	
45763524	Incontinence pants liner	Device	SNOMED	Physical Object	S	470713005	20150131	20991231	
45763525	Anesthesia warmer	Device	SNOMED	Physical Object	S	470715003	20150131	20991231	
45763526	Laser lens, ophthalmic, surgical	Device	SNOMED	Physical Object	S	470716002	20150131	20991231	
45763527	Indirect monocular ophthalmoscope, line-powered	Device	SNOMED	Physical Object	S	470717006	20150131	20991231	
45763528	Imaging coronary angioplasty balloon catheter	Device	SNOMED	Physical Object	S	470718001	20150131	20991231	
45763529	Infant oral pacifier	Observation	SNOMED	Physical Object	S	470720003	20150131	20991231	
45763530	Gasometer	Device	SNOMED	Physical Object	S	470721004	20150131	20991231	
45763531	Infant resuscitation table	Device	SNOMED	Physical Object	S	470722006	20150131	20991231	
45763532	Gastro-urological hook	Device	SNOMED	Physical Object	S	470723001	20150131	20991231	
45763533	Gastrointestinal endotherapy clip applier, single-use	Device	SNOMED	Physical Object	S	470724007	20150131	20991231	
45763534	Incontinence-control electrical stimulation system, implantable	Device	SNOMED	Physical Object	S	470726009	20150131	20991231	
45763535	Laser radiometer	Device	SNOMED	Physical Object	S	470729002	20150131	20991231	
45763536	Laboratory environmental chamber	Device	SNOMED	Physical Object	S	470731006	20150131	20991231	
45763537	Hip orthosis	Device	SNOMED	Physical Object	S	470732004	20150131	20991231	
45764514	Enflurane anesthesia vaporizer	Device	SNOMED	Physical Object	S	701214006	20150131	20991231	
45764515	Stationary tumor therapy ultrasound system	Device	SNOMED	Physical Object	S	701216008	20150131	20991231	
45764516	Polymer orthopedic cement restrictor, non-bioabsorbable, sterile	Device	SNOMED	Physical Object	S	701217004	20150131	20991231	
45764517	ENT transilluminator	Device	SNOMED	Physical Object	S	701219001	20150131	20991231	
45764518	Nitrogen body-fluid-sample analyzer	Device	SNOMED	Physical Object	S	701220007	20150131	20991231	
45764519	External orthopedic fixation frame web-based calculator	Device	SNOMED	Physical Object	S	701222004	20150131	20991231	
45764520	Medullary canal orthopedic reamer, flexible	Device	SNOMED	Physical Object	S	701223009	20150131	20991231	
45764521	Pudendal anesthesia kit	Device	SNOMED	Physical Object	S	701224003	20150131	20991231	
45764522	Catheter tunneller, single-use	Device	SNOMED	Physical Object	S	701225002	20150131	20991231	
